ID,POSITION NAME,NUMBER OF POSITIONS APPROVED,NUMBER OF POSITIONS FILLED,POSITIONS RECRUITED THEMSELVES,MINIMUM AGE REQUIRED,MAXIMUM AGE REQUIRED,YW STAFF MATCH NUMBER,ZIP CODE,PARTS OF CITY,WILL YOU BE WORKING OUTSIDE,DRESS CODE,YOUTH WORKING WITH COMPUTERS,CAREER INTEREST FOR POSITION,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,SECOND LANGUAGE,SECOND LANGUAGE PROFICIENCY,SCHOOL REQUEST,GRADE REQUEST
11796,YOUTH CHILD CARE AIDE,4,4,4,15,17,0,21223,WEST,NO,NO,NO,"PRE-SCHOOL CHILDCARE,
","VISUAL ARTS,SWIMMING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11961,STEAM - PROGRAM ASSISTANT,13,0,3,14,21,10,21215,WEST,NO,YES,YES,"ARCHITECTURE,
BUSINESS/FINANCE,
COMMUNICATION/MEDIA,
CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
STEM,
COMMUNITY SERVICE,
VISUAL ARTS,
TEACHER'S AIDE,
","VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT,CADD",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11961,COMMUNITY ENGAGEMENT - PROGRAM ASSISTANT,13,0,3,14,21,10,21215,WEST,NO,YES,NO,"BUSINESS/FINANCE,
COMMUNICATION/MEDIA,
CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
VISUAL ARTS,
TEACHER'S AIDE,
","VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11961,"EXCELLENCE & AMBITION INC., - PROGRAM ASSISTANT",24,0,9,14,21,15,21215,WEST,NO,YES,NO,"BUSINESS/FINANCE,
COMMUNICATION/MEDIA,
CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
TEACHER'S AIDE,
","VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,"407 SCHOOL FOR LEARNING
410 SCHOOL OF INTELLIGENCE",NO PREFERENCE
11853,GENERAL ASSISTANT,4,0,0,14,21,4,21202,DOWNTOWN,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11965,HARLEM LACROSSE YOUTHWORKER,70,0,70,14,18,0,21231,SOUTHEAST,YES,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11962,YOUTH CAMP COUNSELOR,3,0,1,16,21,2,21217,WEST,NO,NO,NO,"CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11605,YOUTH CAMP WORKER - 2,1,0,1,16,21,0,21229,WEST,NO,NO,NO,"RECREATION AND SPORTS,
COMMUNITY SERVICE,
CAMP COUNSELOR,
",SWIMMING,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11605,YOUTH CAMP WORKER - 3,1,0,1,16,21,0,21229,WEST,NO,NO,NO,"RECREATION AND SPORTS,
COMMUNITY SERVICE,
CAMP COUNSELOR,
",SWIMMING,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11971,YOUTHWORKS INTERN- MRI,3,0,3,14,16,0,21215,WEST,NO,YES,YES,,"PLAYS INSTRUMENT,VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11967,JUNIOR CLASSROOM ASSISTANT,8,0,4,16,21,4,21224,DOWNTOWN,YES,YES,NO,,"SWIMMING,OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,AMHARIC,3.ADVANCED (AP/COLLEGE CLASSES OR NATIVE SPEAKER),NO PREFERENCE,NO PREFERENCE
11822,CAMP WORKER,20,10,20,14,21,0,21216,WEST,NO,NO,NO,,SWIMMING,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11983,YOUTH OFFICE ADMINISTRATOR,6,0,6,14,21,0,21216,WEST,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11984,COUNTDOWN TO COLLEGE-PARTICIPANT,75,0,75,16,21,0,21201,DOWNTOWN,NO,YES,YES,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11984,COUNTDOWN TO COLLEGE-COACH,18,0,18,16,21,0,21201,DOWNTOWN,NO,YES,NO,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11630,CHAI INTERNSHIP,2,0,1,18,21,1,21209,,NO,YES,NO,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11907,CAMP COUNSELOR ,50,0,50,14,21,0,21202,DOWNTOWN,NO,NO,NO,,"SWIMMING,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11999,CHILDCARE AIDE,4,1,2,14,21,2,21206,EAST,YES,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12005,YOUTH OFFICE ASSISTANT,100,0,50,14,21,50,21201,DOWNTOWN,NO,YES,NO,"BUSINESS/FINANCE,
CULINARY ARTS/FOOD SERVICE,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
MUSICAL ARTS,
","VISUAL ARTS,OFFICE EQUIPMENT,DANCING",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12012,STUDENT INTERN,45,0,45,15,21,0,21204,DOWNTOWN,NO,YES,NO,"BUSINESS/FINANCE,
CLERICAL OFFICE WORK,
STEM,
",MICROSOFT,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11689,THEATER ARTS INTERN,10,8,7,14,21,3,21213,EAST,NO,NO,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,POETRY,DANCING",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11661,YOUTH WORKER,10,0,10,14,16,0,21205,,YES,YES,NO,,VISUAL ARTS,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12023,YOUTH WORKER,20,3,20,14,16,0,21224,SOUTHEAST,YES,YES,NO,,VISUAL ARTS,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12024,YOUTHWORKS INTERN ,2,0,0,16,21,2,21225,SOUTH,NO,YES,YES,"COMMUNICATION/MEDIA,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12025,YOUTHWORKS INTERN ,2,0,0,16,21,2,21212,NORTH,NO,YES,YES,"COMMUNICATION/MEDIA,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
",,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"12TH GRADE CERTIFICATION OF COMPLETION,
GED,
HS GRAD / DIPLOMA,
"
12029,YOUTHWORKS INTERN,2,0,0,16,21,2,21215,WEST,NO,YES,YES,"COMMUNICATION/MEDIA,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12030,YOUTHWORKS INTERN ,2,0,0,16,21,2,21225,SOUTHEAST,NO,YES,YES,"COMMUNICATION/MEDIA,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 10,
"
12031,YOUTHWORKS INTERN ,1,0,0,16,21,1,21213,EAST,NO,YES,YES,"COMMUNICATION/MEDIA,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12032,YOUTHWORKS INTERN ,1,0,0,16,21,1,21213,EAST,NO,YES,YES,"COMMUNICATION/MEDIA,
GOVERNMENT/PUBLIC SERVICE,
CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
",,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12041,WHITELOCK COMMUNITY FARM YOUTH CREW,8,0,8,14,21,0,21217,WEST,YES,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11792,YOUTH CAMP ASSISTANT,1,0,1,18,21,1,21215,NORTH,YES,NO,NO,"CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
CAMP COUNSELOR,
","SWIMMING,OFFICE EQUIPMENT,MICROSOFT,DANCING",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12033,YOUTH OFFICE CLERK,2,0,0,18,21,2,21201,DOWNTOWN,NO,YES,YES,"CLERICAL OFFICE WORK,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11910,COSMETOLOGY TRAINEE,20,0,20,14,18,0,21218,EAST,NO,YES,NO,"COMMUNICATION/MEDIA,
COMPUTER INFORMATION TECH,
HOSPITALITY/TRAVEL,
CLERICAL OFFICE WORK,
STEM,
COMMUNITY SERVICE,
",VISUAL ARTS,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,"GRADE 9,
"
11868,CAMP COUNSELOR 2,31,0,31,14,21,0,21215,NORTH,YES,YES,NO,"COMMUNICATION/MEDIA,
CONSTRUCTION/MANUFACTURING,
CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HEBREW,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11868,CAMP COUNSELOR 3,3,0,3,14,21,0,21215,NORTH,YES,YES,NO,"COMMUNICATION/MEDIA,
CONSTRUCTION/MANUFACTURING,
CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HEBREW,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11868,CAMP PRE-SCHOOL CHILDCARE AIDE,4,0,4,14,21,0,21215,NORTH,YES,YES,NO,"COMMUNICATION/MEDIA,
CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
PRE-SCHOOL CHILDCARE,
","VISUAL ARTS,SWIMMING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,HEBREW,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12051,TEACHER ASSISTANTS,7,0,5,14,21,2,,,NO,NO,NO,,"VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11651,STUDENT WORKER,20,0,20,14,17,0,21234,EAST,NO,YES,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12052,MAINTENANCE CREW,40,0,20,14,18,20,21234,EAST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11650,CAMP AIDE- AFTERNOON,2,0,0,17,21,2,21213,EAST,NO,YES,NO,"CUSTODIAL,
RECREATION AND SPORTS,
STEM,
COMMUNITY SERVICE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12057,ASSISTANT RECREATION AID ,3,0,0,18,21,3,21212,NORTH,YES,NO,NO,,"VISUAL ARTS,SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
11572,INTERN,30,0,30,16,19,0,21202,,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12059,MERIT SCHOLAR CLINICAL INTERN,35,0,35,15,18,0,21202,,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
11749,YOUTH CAMP ASSISTANT,3,2,0,17,21,3,21217,WEST,NO,NO,YES,"CUSTODIAL,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
CAMP COUNSELOR,
","VISUAL ARTS,MICROSOFT,POETRY",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12060,BIOENGINEERING INTERN ,30,0,30,14,17,0,21224,SOUTHEAST,NO,NO,YES,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12062,BACH FELLOW,75,0,75,16,18,0,21211,WEST,NO,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12072,  AM YOUTH LEADER,10,2,3,14,18,8,21218,EAST,YES,YES,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12072,PM YOUTH LEADER,6,0,2,14,18,4,21218,EAST,YES,YES,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11858,YOUTH CAMP COUNSELOR,10,1,1,14,21,9,21215,WEST,NO,NO,NO,"CULINARY ARTS/FOOD SERVICE,
CUSTODIAL,
RECREATION AND SPORTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
",,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11858,YOUTH CULINARY ARTS/ FOOD SERVICE ASSISTANT,10,0,1,14,21,9,21215,WEST,NO,NO,NO,"CULINARY ARTS/FOOD SERVICE,
TEACHER'S AIDE,
",,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11858,YOUTH CUSTODIAN ,10,0,0,14,21,10,21215,WEST,NO,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
",,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12077,JUNIOR COUNSELOR,12,0,6,14,17,6,21218,EAST,NO,NO,NO,,SWIMMING,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12078,ACTIVITY ASSISTANT,5,0,2,16,21,3,21229,SOUTH,YES,YES,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12080,YOUTH CAMP COUNSELOR,12,3,2,16,21,10,21205,EAST,NO,NO,NO,"COMPUTER INFORMATION TECH,
ENVIRONMENTAL/GREEN,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
VISUAL ARTS,
MUSICAL ARTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
","PLAYS INSTRUMENT,VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12056,YOUTH RESEARCH TRAINEE,29,0,29,14,16,0,21201,DOWNTOWN,YES,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12056,YOUTH MENTOR,2,0,2,14,18,0,21201,DOWNTOWN,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12089,YOUTHWORKER AIDE,8,0,6,16,21,2,21239,NORTH,NO,NO,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,MICROSOFT,POETRY,DANCING,CADD",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,CHINESE,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12008,RETAIL CLERK,1,0,1,15,21,0,21211,NORTH,NO,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12008,GROUNDSKEEPER,2,0,2,15,21,0,21211,NORTH,YES,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12008,CLERICAL ASSISTANT,2,0,2,15,21,0,21211,NORTH,NO,YES,YES,,,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12008,ACTIVITIES ASSISTANT,4,0,4,15,21,0,21211,NORTH,NO,YES,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12103,JUNIOR CAMP COUSELOR,4,0,2,14,21,2,21206,EAST,NO,YES,NO,,"VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,"GRADE 8,
"
11985,TEACHING ASSISTANT,6,0,6,14,19,0,21217,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11985,FACILITIES ASSISTANT,1,0,1,14,19,0,21217,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11985,SOCIAL MEDIA ASSISTANT,1,0,1,14,19,0,21217,WEST,NO,NO,YES,,"MICROSOFT,CADD",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11985,PROGRAM PARTNERS INTERN,1,0,1,14,19,0,21217,WEST,NO,NO,NO,,OFFICE EQUIPMENT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,403 SCHOOL FOR SCHOLARSHIP,NO PREFERENCE
