CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,
507582043,19,21217,YES,"WEST, SOUTH, EAST",YES,NO,NO,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT; CADD; DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
387403644,15,21205,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,LEGAL,AUTO MECHANICS,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
180999805,16,21206,YES,"EAST, SOUTH, WEST, NORTH",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
255166995,15,21216,YES,"WEST, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
251394128,17,21217,YES,"WEST, NORTH, DOWNTOWN",NO,YES,YES,BUSINESS/FINANCE,COMMUNICATION/MEDIA,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
405133148,15,21212,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,YES,YES,BUSINESS/FINANCE,CULINARY ARTS/FOOD SERVICE,;POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
208535294,16,21214,YES,"SOUTH, WEST, EAST",YES,NO,NO,RECREATION AND SPORTS,STEM,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
283963977,15,21205,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,NURSING,GRAPHIC DESIGN,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
193647792,15,21211,YES,"WEST, SOUTH, EAST, DOWNTOWN",NO,YES,YES,VISUAL ARTS,PRE-SCHOOL CHILDCARE,;VISUAL ARTS; CADD; OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
169803007,17,21211,YES,"WEST, SOUTH, EAST, NORTH, DOWNTOWN",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,CAMP COUNSELOR,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
344391049,15,21205,YES,"WEST, EAST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
163982519,16,21163,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,YES,YES,ELECTRICAL/CARPENTRY,BUSINESS/FINANCE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
180164018,17,21212,YES,"SOUTH, EAST",YES,YES,NO,CAMP COUNSELOR,CAMP COUNSELOR,";SWIMMING; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
536263907,16,21117,YES,"SOUTH, EAST",NO,YES,YES,VISUAL ARTS,NURSING,;VISUAL ARTS; DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
490830425,16,21213,YES,"EAST, SOUTH, WEST, NORTH, DOWNTOWN",NO,YES,NO,COMPUTER INFORMATION TECH,COMMUNITY SERVICE,;PLAYS INSTRUMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
156323025,16,21211,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,NO,YES,TEACHER'S AIDE,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
561595216,15,21211,YES,"WEST, EAST, NORTH",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
262007196,16,21214,YES,"WEST, EAST",YES,YES,YES,PRE-SCHOOL CHILDCARE,CONSTRUCTION/MANUFACTURING,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
350153851,20,21213,YES,"WEST, EAST, NORTH",YES,YES,NO,HOSPITALITY/TRAVEL,RECREATION AND SPORTS,;CADD,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
199237666,15,21206,YES,"EAST, SOUTH, WEST, DOWNTOWN",YES,NO,NO,LEGAL,CUSTODIAL,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
511191346,15,21228,YES,"SOUTH, EAST, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
573524991,17,21212,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,RECREATION AND SPORTS,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
438431507,17,21217,YES,"WEST, SOUTH, EAST, NORTH, DOWNTOWN",YES,NO,NO,PRE-SCHOOL CHILDCARE,STEM,;POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
433598613,15,21215,YES,"WEST, NORTH",NO,YES,YES,TEACHER'S AIDE,NURSING,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
237256117,15,21210,YES,"SOUTH, WEST, NORTH",YES,YES,NO,COMPUTER INFORMATION TECH,PRE-SCHOOL CHILDCARE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,
230271537,18,21215,YES,"WEST, NORTH, DOWNTOWN",YES,YES,NO,PORT OR MARITIME INDUSTRY,STEM,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
167340599,16,21205,YES,"SOUTH, EAST, NORTH",YES,YES,NO,COMMUNICATION/MEDIA,PRE-SCHOOL CHILDCARE,,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
213025351,21,21216,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,VISUAL ARTS,NURSING,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
403586003,17,21213,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,YES,GRAPHIC DESIGN,CULINARY ARTS/FOOD SERVICE,;CADD,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
313002347,18,21212,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,CUSTODIAL,COMMUNITY SERVICE,;CADD,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
419513886,18,21213,YES,"WEST, EAST",YES,YES,YES,CAMP COUNSELOR,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
574484750,17,21214,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,NO,STEM,RECREATION AND SPORTS,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
441382189,15,21214,YES,"SOUTH, WEST, EAST",YES,YES,YES,TEACHER'S AIDE,ENVIRONMENTAL/GREEN,,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
158937008,19,21205,YES,"EAST, SOUTH, NORTH, DOWNTOWN",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
296351955,15,21228,YES,"SOUTH, WEST, EAST",NO,YES,YES,ENVIRONMENTAL/GREEN,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
201780783,17,21212,YES,"WEST, EAST, NORTH",NO,NO,NO,ARCHITECTURE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
494239880,15,21237,YES,"EAST, NORTH",YES,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
389874434,16,21222,YES,"WEST, EAST",NO,YES,YES,COMMUNICATION/MEDIA,BUSINESS/FINANCE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
211840350,18,21222,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,STEM,COMMUNITY SERVICE,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
490886321,15,21217,YES,"WEST, EAST, NORTH",NO,YES,NO,NURSING,CONSTRUCTION/MANUFACTURING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
466124334,19,21231,YES,"DOWNTOWN, WEST, EAST, NORTH",YES,YES,NO,NURSING,RECREATION AND SPORTS,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL); POETRY",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
539810869,15,21228,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,GRAPHIC DESIGN,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
397831297,18,21216,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,LEGAL,LEGAL,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
133862955,14,21215,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,AUTO MECHANICS,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
481390499,15,21222,YES,"SOUTH, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,HOSPITALITY/TRAVEL,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
547272788,19,21205,YES,"EAST, NORTH, DOWNTOWN",NO,YES,YES,COMPUTER INFORMATION TECH,BUSINESS/FINANCE,";PLAYS INSTRUMENT; VISUAL ARTS; SWIMMING; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
525354474,15,21212,YES,"EAST, NORTH",YES,NO,NO,TEACHER'S AIDE,RECREATION AND SPORTS,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
336145233,14,21213,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
159091449,20,21228,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,YES,COMMUNITY SERVICE,VISUAL ARTS,;VISUAL ARTS; SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
233081909,16,21214,YES,"EAST, SOUTH, NORTH, DOWNTOWN",NO,NO,NO,VISUAL ARTS,RECREATION AND SPORTS,";VISUAL ARTS; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
503347084,17,21222,YES,"SOUTH, EAST",YES,NO,NO,RECREATION AND SPORTS,CLERICAL OFFICE WORK,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
440827619,16,21163,YES,"EAST, NORTH, DOWNTOWN",YES,YES,NO,NURSING,CULINARY ARTS/FOOD SERVICE,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
135864204,15,21228,YES,"SOUTH, WEST, NORTH, DOWNTOWN",NO,YES,YES,GRAPHIC DESIGN,CULINARY ARTS/FOOD SERVICE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
581869837,19,21206,YES,"SOUTH, WEST, EAST",NO,YES,YES,ENVIRONMENTAL/GREEN,GOVERNMENT/PUBLIC SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
375018678,18,21229,YES,"WEST, NORTH",YES,NO,NO,MUSICAL ARTS,CONSTRUCTION/MANUFACTURING,;CADD,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
281842093,17,21216,YES,"WEST, EAST, NORTH",NO,YES,NO,STEM,STEM,;PLAYS INSTRUMENT; DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
419812396,20,21163,YES,"SOUTH, EAST, DOWNTOWN",YES,YES,YES,LEGAL,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
114151279,19,21205,YES,"WEST, EAST",NO,NO,YES,VISUAL ARTS,GOVERNMENT/PUBLIC SERVICE,;VISUAL ARTS; SWIMMING; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
248232255,18,21230,YES,"SOUTH, WEST, EAST",NO,NO,NO,COMMUNICATION/MEDIA,GOVERNMENT/PUBLIC SERVICE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
364521760,20,21215,YES,"WEST, EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
252696398,18,21237,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,NURSING,GRAPHIC DESIGN,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
510573294,19,21212,YES,"WEST, EAST",NO,YES,YES,RETAIL (16+ YEAR OLD ONLY),LEGAL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
431965969,18,21231,YES,"DOWNTOWN, SOUTH, NORTH",YES,NO,YES,PRE-SCHOOL CHILDCARE,TEACHER'S AIDE,;VISUAL ARTS; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
395612343,18,21212,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,RECREATION AND SPORTS,STEM,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
449238694,16,21214,YES,"WEST, EAST, NORTH",NO,NO,NO,BUSINESS/FINANCE,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
173924122,16,21237,YES,"EAST, SOUTH, NORTH, DOWNTOWN",NO,NO,YES,AUTO MECHANICS,NURSING,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
158406417,16,21228,YES,"SOUTH, EAST, NORTH",NO,NO,YES,PRE-SCHOOL CHILDCARE,LEGAL,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
275549622,17,21216,YES,"WEST, SOUTH, EAST, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,COMMUNICATION/MEDIA,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
266403437,15,21215,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,NO,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
131024013,16,21215,YES,"WEST, SOUTH, DOWNTOWN",NO,YES,NO,ELDERLY SERVICES,COMPUTER INFORMATION TECH,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,
433711138,20,21205,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,RECREATION AND SPORTS,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
298706268,16,21201,YES,"DOWNTOWN, SOUTH, EAST, NORTH",YES,YES,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,;DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
373400577,17,21211,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
589616231,17,21215,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,YES,NO,VISUAL ARTS,RETAIL (16+ YEAR OLD ONLY),;VISUAL ARTS; SWIMMING; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,
293472591,14,21214,YES,"WEST, EAST",YES,NO,YES,PRE-SCHOOL CHILDCARE,GOVERNMENT/PUBLIC SERVICE,;VISUAL ARTS; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
541934233,17,21205,YES,"SOUTH, WEST, EAST",NO,YES,YES,NURSING,CLERICAL OFFICE WORK,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
506213020,15,21212,YES,"EAST, NORTH, DOWNTOWN",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,CLERICAL OFFICE WORK,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
564067543,21,21214,YES,"WEST, EAST, DOWNTOWN",NO,YES,YES,ELECTRICAL/CARPENTRY,GRAPHIC DESIGN,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
123865707,19,21205,YES,"WEST, EAST",NO,YES,YES,CLERICAL OFFICE WORK,CLERICAL OFFICE WORK,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,
246233322,18,21222,YES,"WEST, EAST, NORTH",YES,NO,NO,ENVIRONMENTAL/GREEN,ARCHITECTURE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
366672129,18,21237,YES,"SOUTH, EAST, NORTH",NO,YES,YES,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
260212579,17,21228,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,YES,NO,GOVERNMENT/PUBLIC SERVICE,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
599170579,16,21229,YES,"SOUTH, WEST, NORTH, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
166685580,15,21217,YES,"WEST, EAST",YES,YES,NO,NURSING,CAMP COUNSELOR,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,
191518344,15,21214,YES,"SOUTH, EAST",YES,YES,NO,NURSING,CULINARY ARTS/FOOD SERVICE,;VISUAL ARTS; OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
450080862,17,21213,YES,"WEST, EAST, NORTH",NO,YES,YES,NURSING,COMMUNITY SERVICE,;PLAYS INSTRUMENT; CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,
