Youth ID,Age,Zip,Willing to Travel Outside Zip Code,Side of City,Working Outside,Dress Code,With Computers,Career Interest 1,Career Interest 2,Skills,Job Choice A,Job Choice B,Job Choice C,Job Choice D,Job Choice E,Job Choice F,Job Choice G,Job Choice H,2nd Language
3368,15,21223,Yes,"South, West, East, Downtown",No,No,Yes,Retail (17+ Year Old Only),Culinary Arts/Food Service,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3369,15,21228,Yes,"South, East, North, Downtown",No,No,No,Pre-School Childcare,Pre-School Childcare,CADD (Computer Aided Drafting and Design),INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,Spanish
3370,16,21212,Yes,"East, North",No,No,Yes,Camp Counselor,Elderly Services,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3371,17,21205,Yes,"South, West, East, North",No,Yes,Yes,Recreation And Sports,Elderly Services,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3372,16,21222,Yes,"Outside City (East), West, East, North",Yes,No,No,Culinary Arts/Food Service,Elderly Services,Spoken Word or Poetry,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Spanish
3373,20,21224,Yes,"South, West, East",No,Yes,Yes,Nursing,Musical Arts,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3374,16,21217,Yes,"South, West, East",Yes,Yes,Yes,Nursing,Electrical/Carpentry,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3375,17,21201,Yes,"Downtown, South, East, North",No,No,No,Pre-School Childcare,Engineering,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3376,15,21237,Yes,"South, East, North",Yes,No,No,Engineering,Nursing,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3377,17,21205,Yes,"South, West, East, North",No,Yes,Yes,Visual Arts,Computer Information Tech,,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3378,17,21206,Yes,"East, South, North",Yes,Yes,No,Legal,Culinary Arts/Food Service,Swimming,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3379,17,21222,Yes,"Outside City (East), South, East",Yes,Yes,No,Recreation And Sports,Retail (17+ Year Old Only),"Spanish & English Bilingual, Spoken Word or Poetry",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3380,15,21214,Yes,"West, East, North",No,Yes,Yes,Nursing,Pre-School Childcare,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3382,16,21237,Yes,"East, West, North, Downtown",No,Yes,Yes,STEM,Camp Counselor,Swimming,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3383,18,21223,Yes,"West, South, East, North",No,No,Yes,Communication/Media,Construction Trades,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Russian
3384,14,21215,Yes,"South, West, East, North, Downtown",Yes,Yes,No,Pre-School Childcare,STEM,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3385,18,21237,Yes,"East, North, Downtown",Yes,No,No,Government/Public Service,Recreation And Sports,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
3386,16,21214,Yes,"West, East, North",No,No,Yes,Pre-School Childcare,Communication/Media,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3389,16,21216,Yes,"South, West, East, North",Yes,No,No,Recreation And Sports,Nursing,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3390,14,21212,Yes,"South, East, North, Downtown",No,Yes,Yes,Graphic Design,Nursing,Swimming,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3392,15,21217,Yes,"South, West, East, North",No,Yes,Yes,Pre-School Childcare,STEM,Spanish & English Bilingual,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3393,18,21214,Yes,"South, East",Yes,Yes,No,Construction Trades,Retail (17+ Year Old Only),"Swimming, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
3394,21,21226,Yes,"South, East, North",No,No,No,Engineering,Retail (17+ Year Old Only),"Plays an Intrustment, CADD (Computer Aided Drafting and Design), Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3395,18,21228,Yes,"South, West, East, North",No,No,No,Nursing,Pre-School Childcare,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
3396,17,21214,Yes,"East, Downtown",No,Yes,Yes,Recreation And Sports,Graphic Design,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3397,17,21212,Yes,"East, Downtown",No,Yes,Yes,Nursing,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3398,15,21216,Yes,"South, West, East",Yes,Yes,No,Construction Trades,Auto Mechanics,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3399,19,21217,Yes,"West, North",Yes,No,No,Camp Counselor,Community Service,Swimming,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3400,14,21224,Yes,"South, East, North, Downtown",Yes,No,No,Graphic Design,Recreation And Sports,Plays an Intrustment,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3402,15,21205,Yes,"South, East, North, Downtown",Yes,Yes,No,Community Service,Teacher's Aide,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3403,18,21206,Yes,"West, East, North",No,Yes,Yes,Retail (17+ Year Old Only),Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3404,17,21204,Yes,"Outside City (East), South, West, East",No,Yes,Yes,Engineering,Hospitality/Travel,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3405,19,21237,Yes,"South, West, East, North, Downtown",Yes,No,No,Nursing,Nursing,Dancing,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3406,17,21205,Yes,"West, East",Yes,Yes,No,Auto Mechanics,Pre-School Childcare,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3409,19,21224,Yes,"South, West, East, North",No,No,No,Recreation And Sports,Visual Arts,"Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3411,17,21215,Yes,"West, South, East, North",No,Yes,Yes,Community Service,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3412,15,21163,Yes,"Outside City (West), South, West, East",No,Yes,No,Nursing,Recreation And Sports,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3413,17,21212,Yes,"East, Downtown",No,Yes,Yes,Engineering,Community Service,,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3416,16,21216,Yes,"South, West, East, Downtown",No,Yes,Yes,Government/Public Service,Engineering,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3417,14,21215,Yes,"West, East, North",No,Yes,Yes,Recreation And Sports,Communication/Media,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3419,16,21215,Yes,"South, West, Downtown",No,Yes,Yes,Nursing,Environmental/Green,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Korean
3420,18,21205,Yes,"West, East",No,Yes,Yes,Musical Arts,Culinary Arts/Food Service,Swimming,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3421,17,21213,Yes,"South, West, East",No,Yes,Yes,Port Or Maritime Industry,Graphic Design,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,Spanish
3423,18,21214,Yes,"West, East, North",No,Yes,No,Teacher's Aide,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,Spanish
3426,14,21201,Yes,"Downtown, South, East, North",No,Yes,Yes,Manufacturing,Nursing,Dancing,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3427,15,21237,Yes,"South, West, East, North, Downtown",Yes,No,No,Pre-School Childcare,Recreation And Sports,Dancing,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3428,15,21215,Yes,"West, East",No,Yes,Yes,Visual Arts,Clerical Office Work,"Visual Arts (Drawing, painting, etc), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,Spanish
3429,16,21211,Yes,"West, East, North",Yes,No,No,Pre-School Childcare,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3430,16,21228,Yes,"South, West, East",Yes,No,No,Business/Finance,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3431,16,21223,Yes,"South, West",No,No,No,Recreation And Sports,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3433,18,21215,Yes,"West, East, North",No,No,Yes,Nursing,Retail (17+ Year Old Only),"Spoken Word or Poetry, Dancing",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3434,21,21214,Yes,"West, East",No,No,No,Retail (17+ Year Old Only),Communication/Media,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3435,17,21224,Yes,"South, West, East",No,Yes,Yes,Computer Information Tech,Business/Finance,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3436,15,21228,Yes,"South, East, North",Yes,No,No,Engineering,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3437,17,21201,Yes,"West, Downtown",Yes,No,No,Recreation And Sports,Pre-School Childcare,CADD (Computer Aided Drafting and Design),NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3438,18,21210,Yes,"South, East, North",Yes,No,No,Engineering,Communication/Media,"Swimming, Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
3439,15,21205,Yes,"East, South, North",No,Yes,No,Business/Finance,Pre-School Childcare,,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3440,17,21205,Yes,"East, North",No,Yes,No,Recreation And Sports,Pre-School Childcare,CADD (Computer Aided Drafting and Design),NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3441,17,21206,Yes,"West, East",No,Yes,Yes,Environmental/Green,Teacher's Aide,"Spanish & English Bilingual, Plays an Intrustment, Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3442,19,21214,Yes,"South, West, East, North, Downtown",Yes,No,No,Communication/Media,Retail (17+ Year Old Only),Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3443,17,21228,Yes,"South, East, North",Yes,Yes,Yes,Teacher's Aide,Architecture,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
3444,18,21217,Yes,"South, West, East, North",No,No,No,Hospitality/Travel,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3445,18,21206,Yes,"South, West, East, North",Yes,Yes,Yes,Musical Arts,STEM,CADD (Computer Aided Drafting and Design),NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3447,15,21217,Yes,"West, North, Downtown",No,Yes,No,Culinary Arts/Food Service,Recreation And Sports,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3448,18,21237,Yes,"West, East",Yes,No,No,Teacher's Aide,Legal,"Visual Arts (Drawing, painting, etc), Microsoft Word, Powerpoint, Excel",INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3449,17,21222,Yes,"Outside City (East), West, East, North",Yes,Yes,Yes,Culinary Arts/Food Service,Camp Counselor,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3450,14,21216,Yes,"South, West, East, North, Downtown",Yes,Yes,Yes,Teacher's Aide,Culinary Arts/Food Service,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3451,15,21212,Yes,"East, Downtown",No,No,No,Pre-School Childcare,Construction Trades,Swimming,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3452,16,21211,Yes,"West, East, North",No,No,No,Culinary Arts/Food Service,Graphic Design,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3453,17,21224,Yes,"South, West, East, North",No,Yes,No,Pre-School Childcare,Pre-School Childcare,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3454,16,21229,Yes,"West, South, East, North",No,No,Yes,Nursing,Architecture,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3455,16,21212,Yes,"West, East, Downtown",No,No,No,Pre-School Childcare,Communication/Media,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3456,17,21214,Yes,"South, West, East",Yes,No,No,Recreation And Sports,Government/Public Service,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3457,15,21223,Yes,"South, West, East, North, Downtown",No,Yes,Yes,Government/Public Service,Communication/Media,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3458,18,21212,Yes,"West, East, North, Downtown",No,Yes,Yes,Legal,Nursing,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3460,21,21237,Yes,"South, West, East",Yes,Yes,Yes,Engineering,Nursing,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3461,18,21237,Yes,"South, West, East",No,Yes,No,Recreation And Sports,Environmental/Green,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3462,18,21213,Yes,"South, East",No,Yes,No,Culinary Arts/Food Service,Engineering,,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,
3463,14,21217,Yes,"South, West, East",Yes,No,No,Culinary Arts/Food Service,Nursing,"Spanish & English Bilingual, Plays an Intrustment, Swimming",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3464,15,21228,Yes,"South, West, Downtown",Yes,Yes,No,Visual Arts,Nursing,"Visual Arts (Drawing, painting, etc), CADD (Computer Aided Drafting and Design), Spoken Word or Poetry, Dancing",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
3465,14,21231,Yes,"Downtown, South, West, East",No,Yes,Yes,Graphic Design,Visual Arts,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,Spanish
3467,17,21215,Yes,"South, West, East",No,No,Yes,Pre-School Childcare,Pre-School Childcare,"Swimming, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
3468,16,21206,Yes,"South, East",Yes,Yes,Yes,Recreation And Sports,Nursing,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Spanish
3470,16,21216,Yes,"South, West, East, North",No,Yes,Yes,Nursing,Engineering,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3473,15,21237,Yes,"South, West, East, North, Downtown",No,Yes,Yes,Retail (17+ Year Old Only),Pre-School Childcare,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3475,16,21217,Yes,"West, East, North",Yes,Yes,Yes,Computer Information Tech,Government/Public Service,Spanish & English Bilingual,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3476,19,21214,Yes,"South, West, East",Yes,Yes,No,Musical Arts,Pre-School Childcare,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3479,17,21228,Yes,"South, East, North, Downtown",Yes,Yes,No,Computer Information Tech,Pre-School Childcare,Spoken Word or Poetry,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3481,17,21228,Yes,"South, West, East, North",No,Yes,Yes,Nursing,Pre-School Childcare,,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3483,16,21216,Yes,"West, East, North, Downtown",Yes,No,No,Nursing,Government/Public Service,Swimming,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3484,17,21228,Yes,"South, East, Downtown",No,No,Yes,Engineering,Computer Information Tech,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3485,20,21205,Yes,"South, West, East, North",No,Yes,Yes,Hospitality/Travel,Culinary Arts/Food Service,"Office Equipment (i.e. copier, fax machine, scanner, etc.), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3486,16,21222,Yes,"Outside City (East), South, East, Downtown",No,Yes,Yes,Communication/Media,Culinary Arts/Food Service,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3487,15,21212,Yes,"West, East, North",No,No,No,Visual Arts,Teacher's Aide,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3488,14,21216,Yes,"South, West, East, North",Yes,No,No,Engineering,Musical Arts,"CADD (Computer Aided Drafting and Design), Dancing",INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3490,19,21214,Yes,"South, West, East, North, Downtown",Yes,No,No,Clerical Office Work,Musical Arts,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
3491,17,21205,Yes,"South, West, East, North, Downtown",No,Yes,No,Environmental/Green,Camp Counselor,Dancing,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3492,18,21214,Yes,"South, East",Yes,No,No,Pre-School Childcare,Recreation And Sports,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3493,16,21215,Yes,"South, West, Downtown",Yes,No,No,Engineering,Nursing,"CADD (Computer Aided Drafting and Design), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3494,18,21205,Yes,"South, East, North",Yes,No,No,Teacher's Aide,Nursing,"Plays an Intrustment, Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
3496,17,21214,Yes,"South, East, North",No,Yes,Yes,Business/Finance,Pre-School Childcare,,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
3497,17,21222,Yes,"Outside City (East), West, North",No,Yes,Yes,Visual Arts,Computer Information Tech,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
3498,16,21212,Yes,"South, West, East",No,No,No,Camp Counselor,Pre-School Childcare,Spoken Word or Poetry,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
