CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,Priority
556735261,18,21212,YES,"WEST, EAST, NORTH",NO,YES,YES,GOVERNMENT/PUBLIC SERVICE,TEACHER'S AIDE,,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
131010189,18,21215,YES,"SOUTH, WEST",YES,YES,YES,AUTO MECHANICS,GRAPHIC DESIGN,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
349774497,19,21217,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,VISUAL ARTS,CULINARY ARTS/FOOD SERVICE,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
135764692,18,21225,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,YES,RETAIL (16+ YEAR OLD ONLY),NURSING,;SWIMMING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
485872758,17,21206,YES,"SOUTH, EAST",YES,YES,NO,NURSING,BUSINESS/FINANCE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
271315420,20,21216,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,;SWIMMING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
441923133,21,21214,YES,"EAST, SOUTH, WEST",YES,YES,YES,NURSING,ELDERLY SERVICES,;PLAYS INSTRUMENT,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
269448474,20,21201,YES,"DOWNTOWN, WEST, EAST",NO,YES,YES,RECREATION AND SPORTS,RECREATION AND SPORTS,";SWIMMING; (MICROSOFT WORD,POWERPOINT,EXCEL); DANCING",NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
302393578,14,21230,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,NURSING,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
290134557,16,21214,YES,"WEST, EAST, NORTH",NO,YES,NO,CLERICAL OFFICE WORK,CULINARY ARTS/FOOD SERVICE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
457954231,17,21210,YES,"SOUTH, EAST, NORTH",NO,YES,NO,CUSTODIAL,NURSING,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
270226387,15,21237,YES,"SOUTH, EAST",YES,NO,NO,STEM,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,3
288772841,14,21215,YES,"WEST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,ELDERLY SERVICES,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
583530406,15,21237,YES,"WEST, EAST, NORTH",NO,YES,YES,ARCHITECTURE,COMPUTER INFORMATION TECH,;PLAYS INSTRUMENT; DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
337459206,16,21224,YES,"SOUTH, EAST",YES,NO,YES,RECREATION AND SPORTS,STEM,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
466899905,14,21214,YES,"SOUTH, EAST, DOWNTOWN",NO,YES,YES,STEM,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
137000490,17,21212,YES,"WEST, EAST, NORTH",YES,YES,YES,CAMP COUNSELOR,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
348982973,15,21217,YES,"WEST, EAST, NORTH",YES,NO,NO,COMPUTER INFORMATION TECH,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL); DANCING",WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
467789507,19,21212,YES,"EAST, NORTH",YES,NO,NO,VISUAL ARTS,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
545390770,16,21201,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
558374736,15,21214,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,NO,NO,GRAPHIC DESIGN,NURSING,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
243453357,18,21216,YES,"WEST, SOUTH, NORTH",NO,YES,NO,NURSING,RECREATION AND SPORTS,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
335560673,16,21230,YES,"SOUTH, EAST, DOWNTOWN",NO,NO,YES,STEM,RETAIL (16+ YEAR OLD ONLY),;VISUAL ARTS; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
119035615,19,21215,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,ENVIRONMENTAL/GREEN,PRE-SCHOOL CHILDCARE,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,1
598641672,16,21215,YES,"SOUTH, WEST, EAST",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,ELDERLY SERVICES,;PLAYS INSTRUMENT; SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,1
412593829,15,21214,YES,"EAST, NORTH",YES,NO,NO,RECREATION AND SPORTS,COMMUNICATION/MEDIA,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,2
426424069,17,21215,YES,"WEST, EAST, DOWNTOWN",NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
598345162,17,21229,YES,"SOUTH, WEST, EAST",YES,NO,NO,VISUAL ARTS,MUSICAL ARTS,;DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
424951503,15,21222,YES,"WEST, EAST, NORTH",YES,NO,NO,COMPUTER INFORMATION TECH,COMMUNICATION/MEDIA,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
263206098,19,21213,YES,"EAST, NORTH",YES,YES,NO,RETAIL (16+ YEAR OLD ONLY),PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,2
476102892,14,21214,YES,"SOUTH, EAST, NORTH",NO,NO,NO,COMPUTER INFORMATION TECH,GOVERNMENT/PUBLIC SERVICE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
414613554,15,21205,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,TEACHER'S AIDE,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
154683011,15,21228,YES,"SOUTH, WEST, EAST, NORTH",YES,NO,NO,PRE-SCHOOL CHILDCARE,LEGAL,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
553834418,15,21228,YES,"SOUTH, EAST, NORTH",NO,YES,NO,BUSINESS/FINANCE,RECREATION AND SPORTS,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
540290561,17,21222,YES,"WEST, EAST, NORTH",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
262380046,18,21228,YES,"SOUTH, WEST, EAST, DOWNTOWN",YES,NO,NO,STEM,CLERICAL OFFICE WORK,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
208943799,15,21214,YES,"SOUTH, EAST, NORTH",NO,YES,NO,COMPUTER INFORMATION TECH,COMMUNICATION/MEDIA,;POETRY,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
201463899,16,21216,YES,"WEST, SOUTH, EAST, NORTH",YES,YES,YES,NURSING,NURSING,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
143874678,17,21228,YES,"SOUTH, EAST, NORTH",NO,YES,YES,COMMUNITY SERVICE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
314771737,15,21213,YES,"WEST, EAST",YES,NO,NO,CLERICAL OFFICE WORK,NURSING,;POETRY,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
514747156,16,21227,YES,"SOUTH, WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,TEACHER'S AIDE,ELDERLY SERVICES,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
588592837,16,21214,YES,"WEST, EAST, DOWNTOWN",YES,NO,YES,AUTO MECHANICS,VISUAL ARTS,;VISUAL ARTS; OFFICE EQUIPEMENT; DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
363537678,15,21212,YES,"WEST, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,GRAPHIC DESIGN,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
471018085,17,21214,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,NO,YES,PRE-SCHOOL CHILDCARE,GOVERNMENT/PUBLIC SERVICE,;POETRY,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
570887009,15,21201,YES,"EAST, NORTH, DOWNTOWN",NO,YES,NO,CULINARY ARTS/FOOD SERVICE,ELDERLY SERVICES,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
432684577,17,21212,YES,"EAST, WEST, NORTH",YES,NO,NO,RECREATION AND SPORTS,STEM,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
170236265,17,21206,YES,"EAST, SOUTH, WEST, DOWNTOWN",NO,NO,YES,COMPUTER INFORMATION TECH,NURSING,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
111005975,15,21223,YES,"WEST, EAST",NO,YES,YES,COMPUTER INFORMATION TECH,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
577830719,16,21217,YES,"WEST, SOUTH, EAST, DOWNTOWN",YES,YES,NO,RECREATION AND SPORTS,CULINARY ARTS/FOOD SERVICE,;PLAYS INSTRUMENT; CADD,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
213886405,15,21212,YES,"SOUTH, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,CULINARY ARTS/FOOD SERVICE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
540273290,18,21216,YES,"WEST, SOUTH, EAST, NORTH",YES,NO,NO,NURSING,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
304744257,16,21215,YES,"WEST, EAST, NORTH",NO,YES,NO,STEM,RECREATION AND SPORTS,;POETRY; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
239596465,17,21229,YES,"SOUTH, WEST, EAST, DOWNTOWN",NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
240332004,17,21205,YES,"WEST, EAST, NORTH",YES,NO,NO,CAMP COUNSELOR,PRE-SCHOOL CHILDCARE,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
563067628,20,21214,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,NO,NURSING,CLERICAL OFFICE WORK,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
305489073,15,21212,YES,"SOUTH, WEST, EAST, NORTH",NO,YES,YES,CONSTRUCTION/MANUFACTURING,COMMUNICATION/MEDIA,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
514563753,19,21228,YES,"SOUTH, WEST, EAST, NORTH",YES,YES,NO,NURSING,RECREATION AND SPORTS,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
111470359,17,21228,YES,"SOUTH, WEST, EAST",NO,NO,NO,COMPUTER INFORMATION TECH,STEM,";(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
111783205,18,21211,YES,"WEST, SOUTH, EAST, NORTH",YES,YES,NO,CAMP COUNSELOR,PRE-SCHOOL CHILDCARE,;SWIMMING; OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
186820686,15,21205,YES,"WEST, EAST",YES,YES,YES,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
405771216,16,21212,YES,"SOUTH, WEST, EAST",NO,YES,YES,MUSICAL ARTS,TEACHER'S AIDE,;SWIMMING; CADD; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
243563903,16,21214,YES,"WEST, EAST, NORTH",NO,YES,YES,RETAIL (16+ YEAR OLD ONLY),CAMP COUNSELOR,,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
306510890,16,21216,YES,"WEST, EAST, NORTH",YES,NO,NO,LEGAL,CULINARY ARTS/FOOD SERVICE,;POETRY; DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
571417720,18,21216,YES,"WEST, EAST, NORTH",NO,YES,YES,PRE-SCHOOL CHILDCARE,RETAIL (16+ YEAR OLD ONLY),,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
486463756,17,21212,YES,"WEST, EAST",YES,YES,YES,RETAIL (16+ YEAR OLD ONLY),PRE-SCHOOL CHILDCARE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,3
129821447,18,21201,YES,"DOWNTOWN, SOUTH, WEST",NO,NO,YES,STEM,NURSING,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
170244060,19,21216,YES,"WEST, EAST, DOWNTOWN",YES,YES,YES,GOVERNMENT/PUBLIC SERVICE,HOSPITALITY/TRAVEL,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
588790652,16,21215,YES,"WEST, EAST, NORTH",NO,YES,YES,CONSTRUCTION/MANUFACTURING,NURSING,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
413283749,20,21205,YES,"SOUTH, EAST, NORTH",YES,YES,NO,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT; POETRY; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,2
474785529,21,21205,YES,"WEST, EAST",NO,YES,YES,PRE-SCHOOL CHILDCARE,STEM,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
123124248,18,21213,YES,"SOUTH, EAST",YES,NO,NO,COMMUNICATION/MEDIA,NURSING,";OFFICE EQUIPEMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,2
311505780,14,21214,YES,"SOUTH, EAST, NORTH",NO,YES,YES,NURSING,CULINARY ARTS/FOOD SERVICE,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,2
331885043,16,21163,YES,"SOUTH, EAST",YES,NO,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,;POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,2
305499779,17,21201,YES,"WEST, EAST, NORTH, DOWNTOWN",NO,NO,NO,COMMUNICATION/MEDIA,CONSTRUCTION/MANUFACTURING,;POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
236408240,18,21163,YES,"SOUTH, WEST, EAST",NO,YES,YES,STEM,PORT OR MARITIME INDUSTRY,;SWIMMING; CADD; OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
355973608,18,21224,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,YES,RETAIL (16+ YEAR OLD ONLY),NURSING,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,2
314363767,15,21217,YES,"SOUTH, WEST, DOWNTOWN",NO,NO,NO,CULINARY ARTS/FOOD SERVICE,STEM,;SWIMMING; OFFICE EQUIPEMENT,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
197076412,18,21212,YES,"SOUTH, WEST, EAST, NORTH",NO,NO,YES,COMMUNICATION/MEDIA,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
530989752,16,21216,YES,"SOUTH, WEST, NORTH",NO,NO,NO,COMMUNICATION/MEDIA,STEM,;VISUAL ARTS,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
221637396,18,21212,YES,"SOUTH, EAST, NORTH",YES,NO,NO,NURSING,LEGAL,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
375435494,16,21205,YES,"WEST, EAST, NORTH, DOWNTOWN",YES,NO,NO,CULINARY ARTS/FOOD SERVICE,PRE-SCHOOL CHILDCARE,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,2
403241990,19,21205,YES,"EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
537572435,16,21214,YES,"WEST, EAST",NO,YES,YES,STEM,MUSICAL ARTS,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
203387365,16,21215,YES,"SOUTH, WEST, EAST",NO,YES,YES,TEACHER'S AIDE,CLERICAL OFFICE WORK,";(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
166212080,16,21205,YES,"EAST, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,COMMUNICATION/MEDIA,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,2
311359242,18,21228,YES,"SOUTH, EAST",YES,NO,NO,CLERICAL OFFICE WORK,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
